RL.R,I(AM1.nA),V(un3),
55900,0.00014307857302991628,3.99904611618616,
56000,0.00014282313639632285,3.9990478190970395,
56100,0.00014256861019388157,3.9990495159383777,
56200,0.00014231498956379242,3.999051206742567,
56300,0.000142062269681768,3.999052891541769,
56400,0.0001418104457577276,3.9990545703679183,
56500,0.0001415595130354946,3.9990562432527224,
56600,0.000141309466792497,3.9990579102276644,
56700,0.00014106030233947112,3.9990595713240067,
56800,0.0001408120150201687,3.999061226572791,
56900,0.00014056460021106645,3.9990628760048406,
57000,0.00014031805332107938,3.999064519650763,
57100,0.00014007236979127674,3.999066157540951,
57200,0.00013982754509460086,3.9990677897055846,
57300,0.00013958357473558932,3.999069416174634,
57400,0.00013934045425009964,3.9990710369778593,
57500,0.00013909817920503706,3.999072652144816,
57600,0.00013885674519808512,3.9990742617048514,
57700,0.0001386161478574389,3.9990758656871117,
57800,0.0001383763828415412,3.9990774641205404,
57900,0.00013813744583882146,3.9990790570338812,
58000,0.00013789933256743724,3.9990806444556797,
58100,0.00013766203877501844,3.9990822264142856,
58200,0.00013742556023841417,3.9990838029378524,
58300,0.00013718989276344226,3.9990853740543417,
58400,0.0001369550321846412,3.999086939791523,
58500,0.00013672097436502487,3.9990885001769767,
58600,0.0001364877151958394,3.9990900552380944,
58700,0.00013625525059632302,3.999091605002081,
58800,0.0001360235765134679,3.9990931494959563,
58900,0.00013579268892178464,3.999094688746557,
59000,0.00013556258382306909,3.9990962227805382,
59100,0.00013533325724617172,3.999097751624374,
59200,0.00013510470524676893,3.99909927530436,
59300,0.00013487692390713708,3.999100793846614,
59400,0.00013464990933592858,3.9991023072770786,
59500,0.00013442365766795032,3.9991038156215217,
59600,0.00013419816506394423,3.9991053189055386,
59700,0.00013397342771037028,3.9991068171545523,
59800,0.00013374944181919121,3.999108310393817,
59900,0.00013352620362766003,3.9991097986484174,
60000,0.00013330370939810906,3.999111281943271,
60100,0.00013308195541774143,3.9991127603031305,
60200,0.00013286093799842467,3.9991142337525827,
60300,0.00013264065347648598,3.9991157023160526,
60400,0.00013242109821251,3.9991171660178026,
60500,0.00013220226859113836,3.9991186248819353,
60600,0.0001319841610208711,3.999120078932394,
60700,0.00013176677193387033,3.999121528192964,
60800,0.00013155009778576565,3.9991229726872755,
60900,0.00013133413505546146,3.999124412438801,
61000,0.0001311188802449463,3.9991258474708617,
61100,0.00013090432987910392,3.9991272778066245,
61200,0.00013069048050552633,3.9991287034691054,
61300,0.00013047732869432858,3.999130124481171,
61400,0.00013026487103796536,3.999131540865537,
61500,0.00013005310415104953,3.9991329526447736,
61600,0.0001298420246701722,3.9991343598413036,
61700,0.0001296316292537246,3.9991357624774038,
