P1.K,I(i_C.nA),V(Q1.nC),
0.492,0.0015090578099676492,5.733781560072404,
0.493,0.0015087801343595128,5.7191059901560894,
0.494,0.001508502514671096,5.7044333756803365,
0.495,0.0015082249508715697,5.689763715015778,
0.496,0.0015079474429301172,5.675097006533707,
0.497,0.0015076699908159342,5.660433248606072,
0.498,0.0015073925944982288,5.645772439605473,
0.499,0.0015071152539462218,5.631114577905171,
0.5,0.0015068379691291454,5.616459661879076,
0.501,0.0015065607400162457,5.601807689901754,
0.502,0.0015062835665767798,5.587158660348426,
0.503,0.0015060064487800175,5.572512571594959,
0.504,0.0015057293865952414,5.557869422017879,
0.505,0.0015054523799917462,5.543229209994358,
0.506,0.0015051754289388383,5.528591933902224,
0.507,0.0015048985334058375,5.513957592119947,
0.508,0.001504621693362075,5.499326183026653,
0.509,0.0015043449087768946,5.484697705002118,
0.51,0.0015040681796196524,5.470072156426758,
0.511,0.0015037915058597165,5.4554495356816455,
0.512,0.0015035148874664678,5.440829841148495,
0.513,0.0015032383244092987,5.426213071209668,
0.514,0.0015029618166576145,5.411599224248173,
0.515,0.0015026853641808323,5.396988298647663,
0.516,0.0015024089669483812,5.382380292792437,
0.517,0.0015021326249297035,5.367775205067435,
0.518,0.0015018563380942518,5.353173033858245,
0.519,0.0015015801064114933,5.338573777551091,
0.52,0.001501303929850905,5.323977434532848,
0.521,0.001501027808381978,5.309384003191025,
0.522,0.0015007517419742139,5.294793481913778,
0.523,0.0015004757305971273,5.280205869089896,
0.524,0.0015001997742202452,5.265621163108816,
0.525,0.001499923872813106,5.2510393623606095,
0.526,0.0014996480263452605,5.23646046523599,
0.527,0.0014993722347862713,5.221884470126304,
0.528,0.0014990964981057135,5.207311375423541,
0.529,0.001498820816273174,5.192741179520323,
0.53,0.0014985451892582516,5.178173880809911,
0.531,0.0014982696170305577,5.163609477686203,
0.532,0.0014979940995597147,5.1490479685437265,
0.533,0.0014977186368153584,5.13448935177765,
0.534,0.001497443228767135,5.119933625783773,
0.535,0.0014971678753847042,5.105380788958527,
0.536,0.0014968925766377364,5.090830839698981,
0.537,0.001496617332495915,5.076283776402828,
0.538,0.0014963421429289344,5.061739597468403,
0.539,0.001496067007906502,5.047198301294664,
0.54,0.0014957919273983365,5.032659886281202,
0.541,0.001495516901374168,5.018124350828239,
0.542,0.0014952419298037397,5.003591693336623,
0.543,0.0014949670126568055,4.989061912207837,
0.544,0.0014946921499031324,4.9745350058439834,
0.545,0.001494417341512498,4.960010972647799,
0.546,0.001494142587454693,4.945489811022647,
0.547,0.0014938678876995188,4.930971519372511,
0.548,0.0014935932422167897,4.916456096102007,
0.549,0.0014933186509763308,4.901943539616375,
0.55,0.0014930441139479798,4.887433848321476,
0.551,0.001492769631101586,4.8729270206237985,
0.552,0.0014924952024070104,4.8584230549304515,
0.553,0.0014922208278341255,4.84392194964917,
0.554,0.0014919465073528165,4.829423703188309,
0.555,0.0014916722409329792,4.814928313956846,
0.556,0.001491398028544522,4.8004357803643805,
0.557,0.0014911238701573644,4.78594610082113,
0.558,0.0014908497657414386,4.771459273737933,
0.559,0.001490575715266687,4.756975297526249,
0.56,0.0014903017187030657,4.742494170598155,
0.561,0.0014900277760205407,4.728015891366345,
0.562,0.0014897538871890903,4.713540458244133,
0.563,0.0014894800521787048,4.699067869645451,
0.564,0.001489206270959386,4.684598123984839,
0.565,0.0014889325435011472,4.670131219677463,
0.566,0.0014886588697740131,4.655667155139101,
0.567,0.001488385249748021,4.6412059287861425,
0.568,0.0014881116833932184,4.626747539035595,
0.569,0.0014878381706796657,4.612291984305078,
0.57,0.0014875647115774342,4.597839263012827,
0.571,0.001487291306056607,4.583389373577682,
